run_id,cell_id,status,platform,variant,comm_pattern,mode,matrix_id,matrix_path,matrix_sha256,family,family_params,routing_mode,routing_path,routing_sha256,budget_mib,topk,G,H,chunk_bytes,dtype,world_size,nnodes,ranks_per_node,fabric,ntokens,tokens_per_rank,iters,warmup_iters,sm_margin,deterministic,env_json,git_sha,git_dirty,wire_ratio,relay_ident_bytes,relay_balanced_bytes,correct_bitwise,correct_allclose,exit_code,start_ts,end_ts,log_dir,nsys_path,prof_path,notes,router,eps,placement_sha,incidence_remote,mean_nodes_per_token,layer,timing_mode
20260819-064307_perlmutter_4b9ed216,epic_hc_m1_na_lcinf_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m1_na_lcinf,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lcinf_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lcinf_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",681fb4b0c21cec1432a8d88a09f728d6488f31a9,1,,,,,,0,2026-08-19T06:43:07Z,2026-08-19T06:43:32Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lcinf_trace-a625db_b8_k8_isolated,,,"A2 REVERSED twin eps ladder (P3): 12 cells iso b8+b64; correctness banked in the smoke capsule (visible skip, not silent)",loccap,inf,a6202d27e81ba4cc,17947,1.09539794921875,l0,
20260819-064307_perlmutter_4b9ed216,epic_hc_m1_na_lc50_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc50,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc50_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc50_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",681fb4b0c21cec1432a8d88a09f728d6488f31a9,1,,,,,,0,2026-08-19T06:43:32Z,2026-08-19T06:43:57Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc50_trace-a625db_b8_k8_isolated,,,"A2 REVERSED twin eps ladder (P3): 12 cells iso b8+b64; correctness banked in the smoke capsule (visible skip, not silent)",loccap,0.5,a6202d27e81ba4cc,18435,1.12518310546875,l0,
20260819-064307_perlmutter_4b9ed216,epic_hc_m1_na_lc25_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc25,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc25_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc25_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",681fb4b0c21cec1432a8d88a09f728d6488f31a9,1,,,,,,0,2026-08-19T06:43:57Z,2026-08-19T06:44:22Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc25_trace-a625db_b8_k8_isolated,,,"A2 REVERSED twin eps ladder (P3): 12 cells iso b8+b64; correctness banked in the smoke capsule (visible skip, not silent)",loccap,0.25,a6202d27e81ba4cc,21491,1.31170654296875,l0,
20260819-064307_perlmutter_4b9ed216,epic_hc_m1_na_lc125_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc125,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc125_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc125_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",681fb4b0c21cec1432a8d88a09f728d6488f31a9,1,,,,,,0,2026-08-19T06:44:22Z,2026-08-19T06:44:47Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc125_trace-a625db_b8_k8_isolated,,,"A2 REVERSED twin eps ladder (P3): 12 cells iso b8+b64; correctness banked in the smoke capsule (visible skip, not silent)",loccap,0.125,a6202d27e81ba4cc,24114,1.4718017578125,l0,
20260819-064307_perlmutter_4b9ed216,epic_hc_m1_na_lc0625_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc0625,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc0625_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc0625_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",681fb4b0c21cec1432a8d88a09f728d6488f31a9,1,,,,,,0,2026-08-19T06:44:47Z,2026-08-19T06:46:21Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc0625_trace-a625db_b8_k8_isolated,,,"A2 REVERSED twin eps ladder (P3): 12 cells iso b8+b64; correctness banked in the smoke capsule (visible skip, not silent)",loccap,0.0625,a6202d27e81ba4cc,25696,1.568359375,l0,
20260819-064307_perlmutter_4b9ed216,epic_hc_m1_na_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m1_na,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",681fb4b0c21cec1432a8d88a09f728d6488f31a9,1,,,,,,0,2026-08-19T06:46:21Z,2026-08-19T06:46:42Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_trace-a625db_b8_k8_isolated,,,"A2 REVERSED twin eps ladder (P3): 12 cells iso b8+b64; correctness banked in the smoke capsule (visible skip, not silent)",d6,,a6202d27e81ba4cc,29414,1.7952880859375,l0,
20260819-064307_perlmutter_4b9ed216,epic_hc_m1_na_lcinf_trace-a625db_b64_k8_isolated,ok,perlmutter,epic_hc_m1_na_lcinf,epic_hc_a2av,isolated,w16x4_trace-f10c79_b64_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-f10c79_b64_k8_id001.txt,aababa988231dfe31cc1690f24ff8317020c8b1ad1c580c34980cf0e710be232,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-f10c79_b64_k8_id001.routing.txt,6faceb752f7ed4c6557d3c60081dbd8154eec6a5f2bf0b709ecc1c9a90593d5b,64,8,128,4096,8192,bfloat16,16,4,4,cxi,131072,8192,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lcinf_trace-a625db_b64_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lcinf_trace-a625db_b64_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",681fb4b0c21cec1432a8d88a09f728d6488f31a9,1,,,,,,0,2026-08-19T06:46:42Z,2026-08-19T06:47:21Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lcinf_trace-a625db_b64_k8_isolated,,,"A2 REVERSED twin eps ladder (P3): 12 cells iso b8+b64; correctness banked in the smoke capsule (visible skip, not silent)",loccap,inf,a99b8ee48febc50d,143213,1.0926284790039062,l0,
20260819-064307_perlmutter_4b9ed216,epic_hc_m1_na_lc50_trace-a625db_b64_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc50,epic_hc_a2av,isolated,w16x4_trace-f10c79_b64_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-f10c79_b64_k8_id001.txt,aababa988231dfe31cc1690f24ff8317020c8b1ad1c580c34980cf0e710be232,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-f10c79_b64_k8_id001.routing.txt,6faceb752f7ed4c6557d3c60081dbd8154eec6a5f2bf0b709ecc1c9a90593d5b,64,8,128,4096,8192,bfloat16,16,4,4,cxi,131072,8192,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc50_trace-a625db_b64_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc50_trace-a625db_b64_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",681fb4b0c21cec1432a8d88a09f728d6488f31a9,1,,,,,,0,2026-08-19T06:47:21Z,2026-08-19T06:48:02Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc50_trace-a625db_b64_k8_isolated,,,"A2 REVERSED twin eps ladder (P3): 12 cells iso b8+b64; correctness banked in the smoke capsule (visible skip, not silent)",loccap,0.5,a99b8ee48febc50d,146903,1.1207809448242188,l0,
20260819-064307_perlmutter_4b9ed216,epic_hc_m1_na_lc25_trace-a625db_b64_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc25,epic_hc_a2av,isolated,w16x4_trace-f10c79_b64_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-f10c79_b64_k8_id001.txt,aababa988231dfe31cc1690f24ff8317020c8b1ad1c580c34980cf0e710be232,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-f10c79_b64_k8_id001.routing.txt,6faceb752f7ed4c6557d3c60081dbd8154eec6a5f2bf0b709ecc1c9a90593d5b,64,8,128,4096,8192,bfloat16,16,4,4,cxi,131072,8192,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc25_trace-a625db_b64_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc25_trace-a625db_b64_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",681fb4b0c21cec1432a8d88a09f728d6488f31a9,1,,,,,,0,2026-08-19T06:48:02Z,2026-08-19T06:48:43Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc25_trace-a625db_b64_k8_isolated,,,"A2 REVERSED twin eps ladder (P3): 12 cells iso b8+b64; correctness banked in the smoke capsule (visible skip, not silent)",loccap,0.25,a99b8ee48febc50d,168795,1.2878036499023438,l0,
20260819-064307_perlmutter_4b9ed216,epic_hc_m1_na_lc125_trace-a625db_b64_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc125,epic_hc_a2av,isolated,w16x4_trace-f10c79_b64_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-f10c79_b64_k8_id001.txt,aababa988231dfe31cc1690f24ff8317020c8b1ad1c580c34980cf0e710be232,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-f10c79_b64_k8_id001.routing.txt,6faceb752f7ed4c6557d3c60081dbd8154eec6a5f2bf0b709ecc1c9a90593d5b,64,8,128,4096,8192,bfloat16,16,4,4,cxi,131072,8192,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc125_trace-a625db_b64_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc125_trace-a625db_b64_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",681fb4b0c21cec1432a8d88a09f728d6488f31a9,1,,,,,,0,2026-08-19T06:48:43Z,2026-08-19T06:49:25Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-064307_perlmutter_4b9ed216/cells/epic_hc_m1_na_lc125_trace-a625db_b64_k8_isolated,,,"A2 REVERSED twin eps ladder (P3): 12 cells iso b8+b64; correctness banked in the smoke capsule (visible skip, not silent)",loccap,0.125,a99b8ee48febc50d,191191,1.4586715698242188,l0,
